PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34944510","Erectile Function and Sexual Behavior: A Review of the Role of Nitric Oxide in the Central Nervous System","Melis MR, Argiolas A.","Biomolecules. 2021 Dec 11;11(12):1866. doi: 10.3390/biom11121866.","Melis MR","Biomolecules","2021","2021/12/24","PMC8699072","","10.3390/biom11121866"
"33481464","Purely Behavioral: A Scoping Review of Nonpharmacological Behavioral and Lifestyle Interventions to Prevent Cardiovascular Disease in Persons Living With HIV","Ramos SR, O'Hare OM, Hernandez Colon A, Kaplan Jacobs S, Campbell B, Kershaw T, Vorderstrasse A, Reynolds HR.","J Assoc Nurses AIDS Care. 2021 Sep-Oct 01;32(5):536-547. doi: 10.1097/JNC.0000000000000230.","Ramos SR","J Assoc Nurses AIDS Care","2021","2021/01/22","PMC8289919","NIHMS1690385","10.1097/JNC.0000000000000230"
"36761093","﻿Gastrochilusheminii (Orchidaceae, Epidendroideae), a new species from Sichuan, China, based on molecular and morphological data","Liao M, Cheng YH, Zhang JY, Feng Y, Liu GY, Ye P, Jin SL, Lin HQ, Xu B.","PhytoKeys. 2022 Dec 16;215:95-106. doi: 10.3897/phytokeys.215.91061. eCollection 2022.","Liao M","PhytoKeys","2022","2023/02/10","PMC9836483","","10.3897/phytokeys.215.91061"
"38728013","Conjugated linoleic acid metabolite impact in colorectal cancer: a potential microbiome-based precision nutrition approach","González A, Fullaondo A, Rodríguez J, Tirnauca C, Odriozola I, Odriozola A.","Nutr Rev. 2025 Feb 1;83(2):e602-e614. doi: 10.1093/nutrit/nuae046.","González A","Nutr Rev","2025","2024/05/10","PMC11723137","","10.1093/nutrit/nuae046"
"34803752","The Effects and Mechanisms of Exercise on the Treatment of Depression","Xie Y, Wu Z, Sun L, Zhou L, Wang G, Xiao L, Wang H.","Front Psychiatry. 2021 Nov 5;12:705559. doi: 10.3389/fpsyt.2021.705559. eCollection 2021.","Xie Y","Front Psychiatry","2021","2021/11/22","PMC8602192","","10.3389/fpsyt.2021.705559"
"42453218","Circulating levels of leptin in different phases of the menstrual cycle - A systematic review and meta-analysis","Panchawagh SJ, Sarkar M, Kumar P, Srikumar S, Prajapati K, Abhishek K, Shukla R, Badwaik N, Agrawal P, Kaushal GP, Martínez DJG, Kalra S, Bhutia E, Agarwal A, Singh K, Sharma S, Ashok T, Shah U, Gupta S, Shaikh H, Soumya KS, Poorvikha S.","J Family Med Prim Care. 2026 Apr;15(4):1493-1500. doi: 10.4103/jfmpc.jfmpc_2008_24. Epub 2026 May 23.","Panchawagh SJ","J Family Med Prim Care","2026","2026/07/15","PMC13367679","","10.4103/jfmpc.jfmpc_2008_24"
"42201051","Beyond the Scan: Adapting Multimodal Lung Cancer Screening for Central and Eastern Europe-Overcoming Systemic Barriers and Epidemiological Confounders","Anghel R, Folea AR, Moga VL, Pavel C, Troncotă D, Celea M, Dumitru CO, Șerban AI, Bîlteanu L.","Med Sci (Basel). 2026 May 18;14(2):259. doi: 10.3390/medsci14020259.","Anghel R","Med Sci (Basel)","2026","2026/05/27","PMC13214845","","10.3390/medsci14020259"
"41158365","Narrative review of malignant central airway obstruction: management updates","Choi S, Chaddha U.","J Thorac Dis. 2025 Sep 30;17(9):7390-7405. doi: 10.21037/jtd-24-1677. Epub 2025 Sep 25.","Choi S","J Thorac Dis","2025","2025/10/29","PMC12557659","","10.21037/jtd-24-1677"
"28425044","Systematic review for geo-authentic Lonicerae Japonicae Flos","Yang X, Liu Y, Hou A, Yang Y, Tian X, He L.","Front Med. 2017 Jun;11(2):203-213. doi: 10.1007/s11684-017-0504-0. Epub 2017 Apr 19.","Yang X","Front Med","2017","2017/04/21","PMC7089257","","10.1007/s11684-017-0504-0"
"34840689","Side Effects of Brolucizumab","Motevasseli T, Mohammadi S, Abdi F, Freeman WR.","J Ophthalmic Vis Res. 2021 Oct 25;16(4):670-675. doi: 10.18502/jovr.v16i4.9757. eCollection 2021 Oct-Dec.","Motevasseli T","J Ophthalmic Vis Res","2021","2021/11/29","PMC8593545","","10.18502/jovr.v16i4.9757"
"39170933","Insights into the Refusal of Free Screening Mammograms: Exploring Contributing Factors","Alshamsan B, Alajlan T, Alsalhi A, Rabbani U.","Breast Cancer (Dove Med Press). 2024 Aug 17;16:471-481. doi: 10.2147/BCTT.S472367. eCollection 2024.","Alshamsan B","Breast Cancer (Dove Med Press)","2024","2024/08/22","PMC11338170","","10.2147/BCTT.S472367"
"39640163","Clinical Efficacy and Safety of Teriparatide Versus Alendronate in Postmenopausal Osteoporosis: A Systematic Review of Randomized Controlled Trials","Nunkoo S, Krissheeven M, Chitravanshi A, Ramanah M, Robinson J, Banerjee I.","Cureus. 2024 Nov 5;16(11):e73068. doi: 10.7759/cureus.73068. eCollection 2024 Nov.","Nunkoo S","Cureus","2024","2024/12/06","PMC11620021","","10.7759/cureus.73068"
"40136622","Dancing Towards Stability: The Therapeutic Potential of Argentine Tango for Balance and Mobility in Parkinson's Disease","Giorgi F, Platano D, Berti L, Donati D, Tedeschi R.","Diseases. 2025 Mar 13;13(3):82. doi: 10.3390/diseases13030082.","Giorgi F","Diseases","2025","2025/03/26","PMC11941221","","10.3390/diseases13030082"
"36670466","The global prevalence of primary central nervous system tumors: a systematic review and meta-analysis","Salari N, Ghasemi H, Fatahian R, Mansouri K, Dokaneheifard S, Shiri MH, Hemmati M, Mohammadi M.","Eur J Med Res. 2023 Jan 20;28(1):39. doi: 10.1186/s40001-023-01011-y.","Salari N","Eur J Med Res","2023","2023/01/20","PMC9854075","","10.1186/s40001-023-01011-y"
"37940959","Upper extremity asymmetry due to nerve injuries or central neurologic conditions: a scoping review","Bhat SG, Shin AY, Kaufman KR.","J Neuroeng Rehabil. 2023 Nov 9;20(1):151. doi: 10.1186/s12984-023-01277-7.","Bhat SG","J Neuroeng Rehabil","2023","2023/11/08","PMC10634143","","10.1186/s12984-023-01277-7"
"40557403","Persistent Diabetic Macular Edema: A Comprehensive Review of Current Treatments and Emerging Therapeutic Options","Faghihi S, Faghihi H, Faiez MA, Mohammadi A, Asadi Khameneh E, Khalili Pour E, Riazi-Esfahani H.","J Curr Ophthalmol. 2025 Jun 5;36(3):229-241. doi: 10.4103/joco.joco_133_24. eCollection 2024 Jul-Sep.","Faghihi S","J Curr Ophthalmol","2025","2025/06/25","PMC12184870","","10.4103/joco.joco_133_24"
"34836140","The Impact of Microbial Composition on Postprandial Glycaemia and Lipidaemia: A Systematic Review of Current Evidence","Wilson ML, Davies IG, Waraksa W, Khayyatzadeh SS, Al-Asmakh M, Mazidi M.","Nutrients. 2021 Oct 29;13(11):3887. doi: 10.3390/nu13113887.","Wilson ML","Nutrients","2021","2021/11/27","PMC8625294","","10.3390/nu13113887"
"36555419","Key Characteristics and Development of Psychoceuticals: A Review","Cano GH, Dean J, Abreu SP, Rodríguez AH, Abbasi C, Hinson M, Lucke-Wold B.","Int J Mol Sci. 2022 Dec 12;23(24):15777. doi: 10.3390/ijms232415777.","Cano GH","Int J Mol Sci","2022","2022/12/23","PMC9779201","","10.3390/ijms232415777"
"38398771","A Federated Database for Obesity Research: An IMI-SOPHIA Study","Delfin C, Dragan I, Kuznetsov D, Tajes JF, Smit F, Coral DE, Farzaneh A, Haugg A, Hungele A, Niknejad A, Hall C, Jacobs D, Marek D, Fraser DP, Thuillier D, Ahmadizar F, Mehl F, Pattou F, Burdet F, Hawkes G, Arts ICW, Blanch J, Van Soest J, Fernández-Real JM, Boehl J, Fink K, van Greevenbroek MMJ, Kavousi M, Minten M, Prinz N, Ipsen N, Franks PW, Ramos R, Holl RW, Horban S, Duarte-Salles T, Tran VDT, Raverdy V, Leal Y, Lenart A, Pearson E, Sparsø T, Giordano GN, Ioannidis V, Soh K, Frayling TM, Le Roux CW, Ibberson M.","Life (Basel). 2024 Feb 16;14(2):262. doi: 10.3390/life14020262.","Delfin C","Life (Basel)","2024","2024/02/24","PMC10890572","","10.3390/life14020262"
"40211228","Percutaneous nephrolithotomy versus retrograde intrarenal surgery on mid-sized lower calyx stones- a systematic review of last decade","Ates T, Akdogan N, Yılmaz IO, Arıkan MG, Deger M.","BMC Urol. 2025 Apr 11;25(1):84. doi: 10.1186/s12894-025-01771-1.","Ates T","BMC Urol","2025","2025/04/11","PMC11987384","","10.1186/s12894-025-01771-1"
"41567313","Accuracy of four intraoral scanning devices and the effect of three different illuminance conditions","Vilchez Quintana EE, Nima G, Mezzomo LA, Noriega J, Raico Gallardo YN.","J Clin Exp Dent. 2025 Nov 30;17(12):e1517-e1523. doi: 10.4317/jced.62602. eCollection 2025 Nov.","Vilchez Quintana EE","J Clin Exp Dent","2025","2026/01/22","PMC12817347","","10.4317/jced.62602"
"39280533","Orthodontic Management of a Patient With Juvenile Idiopathic Arthritis: A Case Report","Ruslan AH, Roslan MAF.","Cureus. 2024 Aug 15;16(8):e66918. doi: 10.7759/cureus.66918. eCollection 2024 Aug.","Ruslan AH","Cureus","2024","2024/09/16","PMC11401343","","10.7759/cureus.66918"
"38093970","Marine Collagen Matrix Carrier with Injectable Platelet-Rich Fibrin in Management of Gingival Recession Defects","Krishnaraj D, Parthasarathy H, Tadepalli A, Ponnaaiyan D, Raj AT, Patil S, Ghosh S.","Case Rep Dent. 2023 Dec 6;2023:3357323. doi: 10.1155/2023/3357323. eCollection 2023.","Krishnaraj D","Case Rep Dent","2023","2023/12/14","PMC10719019","","10.1155/2023/3357323"
"34433369","Neurological manifestations of COVID-19: a systematic review and detailed comprehension","Ousseiran ZH, Fares Y, Chamoun WT.","Int J Neurosci. 2023 Jul;133(7):754-769. doi: 10.1080/00207454.2021.1973000. Epub 2021 Sep 27.","Ousseiran ZH","Int J Neurosci","2023","2021/08/26","PMC8506813","","10.1080/00207454.2021.1973000"
"42039696","Epigenetic mechanisms linking hexavalent chromium exposure to pancreatic cancer risk: a systematic review","Hayashi K, Huang Y, Muir KR, Lophatananon A.","Environ Epigenet. 2026 Apr 10;12(1):dvag013. doi: 10.1093/eep/dvag013. eCollection 2026.","Hayashi K","Environ Epigenet","2026","2026/04/27","PMC13109720","","10.1093/eep/dvag013"
"37629273","The Impact of Microbiota on the Gut-Brain Axis: Examining the Complex Interplay and Implications","Chaudhry TS, Senapati SG, Gadam S, Mannam HPSS, Voruganti HV, Abbasi Z, Abhinav T, Challa AB, Pallipamu N, Bheemisetty N, Arunachalam SP.","J Clin Med. 2023 Aug 11;12(16):5231. doi: 10.3390/jcm12165231.","Chaudhry TS","J Clin Med","2023","2023/08/26","PMC10455396","","10.3390/jcm12165231"
"37162838","HIV-1 infection of genetically engineered iPSC-derived central nervous system-engrafted microglia in a humanized mouse model","Min AK, Javidfar B, Missall R, Doanman D, Durens M, Vil SS, Masih Z, Graziani M, Mordelt A, Marro S, de Witte L, Chen BK, Swartz TH, Akbarian S.","bioRxiv [Preprint]. 2023 Apr 27:2023.04.26.538461. doi: 10.1101/2023.04.26.538461.","Min AK","bioRxiv","2023","2023/05/10","PMC10168358","","10.1101/2023.04.26.538461"
"42117426","Magnetic resonance spectroscopy (MRS) for differentiating tumour recurrence from radiation necrosis in treated intra-axial brain tumours","Sadus T, Palacios Matrai S, De Luca F, Martin H, Falk Delgado A.","Cochrane Database Syst Rev. 2026 May 12;5(5):CD016353. doi: 10.1002/14651858.CD016353.","Sadus T","Cochrane Database Syst Rev","2026","2026/05/12","PMC13162309","","10.1002/14651858.CD016353"
"","Antifibrinolytic drugs for acute traumatic injury","","Sao Paulo Med J. 2011 Sep 1;129(5):361. doi: 10.1590/S1516-31802011000500014. eCollection 2011.","","Sao Paulo Med J","2011","","PMC10868942","","10.1590/S1516-31802011000500014"
"41030316","From a female perspective: plyometric training's impact on jump, sprint, and change-of-direction performance in adult female athletes-a systematic review and meta-analysis","Zhao R, Yao J, Dong Y.","Front Physiol. 2025 Sep 15;16:1633089. doi: 10.3389/fphys.2025.1633089. eCollection 2025.","Zhao R","Front Physiol","2025","2025/10/01","PMC12477254","","10.3389/fphys.2025.1633089"
"39788767","Mobile health applications for older people in Asia: protocol for a systematic review of end-user perceptions and recommendations","Leung W, Lam SC, Sum KWR, Yang Y, Chan CL, Chow JNL, Wong Y, Cheung J, Shum E, Yip AWK, Wan WWY, Luk K, Ha KN, Suen LKP.","BMJ Open. 2025 Jan 9;15(1):e092089. doi: 10.1136/bmjopen-2024-092089.","Leung W","BMJ Open","2025","2025/01/09","PMC11751808","","10.1136/bmjopen-2024-092089"
"37241125","Analgesic Efficacy of Intraoperative Superior Hypogastric Plexus (SHP) Block during Abdominal Hysterectomy: A Systematic Review and Meta-Analysis of Controlled Trials","Salem H, Bukhari IA, Al Baalharith M, AlTahtam N, Alabdrabalamir S, Jamjoom MZ, Baradwan S, Badghish E, Abuzaid M, AbuAlsaud FS, Alomar O, Alyousef A, Abu-Zaid A, Al-Badawi IA.","Medicina (Kaunas). 2023 May 6;59(5):893. doi: 10.3390/medicina59050893.","Salem H","Medicina (Kaunas)","2023","2023/05/27","PMC10220697","","10.3390/medicina59050893"
"38620168","The Chinese governance system: Its strengths and weaknesses in a comparative development perspective","Bardhan P.","China Econ Rev. 2020 Jun;61:101430. doi: 10.1016/j.chieco.2020.101430. Epub 2020 Feb 28.","Bardhan P","China Econ Rev","2020","2024/04/15","PMC7147895","","10.1016/j.chieco.2020.101430"
"35258568","Chronological age range estimation of cervical vertebral maturation using Baccetti method: a systematic review and meta-analysis","Magalhães MI, Machado V, Mascarenhas P, Botelho J, Mendes JJ, Delgado AS.","Eur J Orthod. 2022 Sep 19;44(5):548-555. doi: 10.1093/ejo/cjac009.","Magalhães MI","Eur J Orthod","2022","2022/03/08","PMC9486881","","10.1093/ejo/cjac009"
"40948710","Extravasation, thrombosis, and infection with vasopressor infusion through peripheral intravenous catheters: a systematic review and meta-analysis","Wu W, Yang X, Kou L.","Cardiovasc Diagn Ther. 2025 Aug 30;15(4):847-860. doi: 10.21037/cdt-2025-290. Epub 2025 Aug 28.","Wu W","Cardiovasc Diagn Ther","2025","2025/09/15","PMC12432607","","10.21037/cdt-2025-290"
"37877013","Cochlear implantation in unilateral hearing loss: impact of short- to medium-term auditory deprivation","Ullah MN, Cevallos A, Shen S, Carver C, Dunham R, Marsiglia D, Yeagle J, Della Santina CC, Bowditch S, Sun DQ.","Front Neurosci. 2023 Oct 9;17:1247269. doi: 10.3389/fnins.2023.1247269. eCollection 2023.","Ullah MN","Front Neurosci","2023","2023/10/25","PMC10591100","","10.3389/fnins.2023.1247269"
"39780062","Trigeminal neuralgia improvement following Transcutaneous Electrical Nerve Stimulation (TENS): a systematic review and meta-analysis","AlHabil Y, Al-Sayed K, Salameh A.","BMC Neurol. 2025 Jan 8;25(1):13. doi: 10.1186/s12883-024-04014-2.","AlHabil Y","BMC Neurol","2025","2025/01/08","PMC11708063","","10.1186/s12883-024-04014-2"
"33832131","Acupuncture for drooling in children with cerebral palsy: A protocol for systematic review","Xiong W, Cheng L, Tang G, Hou X, Zhu M, Lu L, Zhong Z.","Medicine (Baltimore). 2021 Apr 9;100(14):e25393. doi: 10.1097/MD.0000000000025393.","Xiong W","Medicine (Baltimore)","2021","2021/04/09","PMC8036064","","10.1097/MD.0000000000025393"
"35661429","Effectiveness of nurse-led discharge service on adult surgical inpatients: A meta-analysis of randomized controlled trials","Mao H, Xie Y, Shen Y, Wang M, Luo Y.","Nurs Open. 2022 Sep;9(5):2250-2262. doi: 10.1002/nop2.1268. Epub 2022 Jun 6.","Mao H","Nurs Open","2022","2022/06/06","PMC9374412","","10.1002/nop2.1268"
"40431530","Zoonotic Agents in Farmed Fish: A Systematic Review from the Interdisciplinary Perspective of the One Health Concept","Mauad JRC, da Silva MC, Araújo CMC, Silva RMMF, Caleman SMQ, Russo MR.","Vet Sci. 2025 May 2;12(5):437. doi: 10.3390/vetsci12050437.","Mauad JRC","Vet Sci","2025","2025/05/28","PMC12115995","","10.3390/vetsci12050437"
"36401495","The efficacy of heart rate variability biofeedback in patients with acute ischemic stroke: A protocol for systematic review and meta-analysis","Xie L, Zhang C, Zhang J, Zhao M.","Medicine (Baltimore). 2022 Nov 18;101(46):e31834. doi: 10.1097/MD.0000000000031834.","Xie L","Medicine (Baltimore)","2022","2022/11/19","PMC9678518","","10.1097/MD.0000000000031834"
"35158867","Diagnosing Vitreoretinal Lymphomas-An Analysis of the Sensitivity of Existing Tools","Sehgal A, Pulido JS, Mashayekhi A, Milman T, Deák GG.","Cancers (Basel). 2022 Jan 25;14(3):598. doi: 10.3390/cancers14030598.","Sehgal A","Cancers (Basel)","2022","2022/02/15","PMC8833443","","10.3390/cancers14030598"
"42355946","Waist Circumference Modifies the Association Between a Deep Learning-Derived Retinal Biomarker and Coronary Artery Calcium Score in Asymptomatic Adults","Jung SH, Kang SG, Song SW, Kim SH, Nam D, Rho J.","J Clin Med. 2026 Jun 19;15(12):4779. doi: 10.3390/jcm15124779.","Jung SH","J Clin Med","2026","2026/06/26","PMC13301788","","10.3390/jcm15124779"
"32957367","A comparative study of the effectiveness and safety of combined procarbazine, lomustine, and vincristine as a therapeutic method for recurrent high-grade glioma: A protocol for systematic review and meta-analysis","Cai Y, Jiang YG, Wang M, Jiang ZH, Tan ZG.","Medicine (Baltimore). 2020 Sep 18;99(38):e22238. doi: 10.1097/MD.0000000000022238.","Cai Y","Medicine (Baltimore)","2020","2020/09/22","PMC7505370","","10.1097/MD.0000000000022238"
"39676811","Application value of high-pressure-resistant peripherally inserted central catheters in enhanced computer tomography of diabetic patients with malignant tumors","Zhang L, Yan HF.","World J Diabetes. 2024 Dec 15;15(12):2293-2301. doi: 10.4239/wjd.v15.i12.2293.","Zhang L","World J Diabetes","2024","2024/12/16","PMC11580592","","10.4239/wjd.v15.i12.2293"
"40217815","Review of the Literature: Surgery Indications for Fuchs' Endothelial Corneal Dystrophy","Tourabaly M, Knoeri J, Georgeon C, Borderie V.","J Clin Med. 2025 Mar 29;14(7):2365. doi: 10.3390/jcm14072365.","Tourabaly M","J Clin Med","2025","2025/04/12","PMC11989955","","10.3390/jcm14072365"
"41019671","Complications associated with surgical management of oral cancer patients: A comprehensive review","Jain DK, Katrolia R, Bhadra R, Ram H, Dwivedi R, Yadav H.","Natl J Maxillofac Surg. 2025 May-Aug;16(2):203-211. doi: 10.4103/njms.njms_87_23. Epub 2025 Aug 30.","Jain DK","Natl J Maxillofac Surg","2025","2025/09/29","PMC12468786","","10.4103/njms.njms_87_23"
"35784876","Minocycline Reduces Hypothalamic Microglia Activation and Improves Metabolic Dysfunction in High Fat Diet-Induced Obese Mice","Coker CR, White M, Singal A, Bingaman SS, Paul A, Arnold AC, Silberman Y.","Front Physiol. 2022 Jun 16;13:933706. doi: 10.3389/fphys.2022.933706. eCollection 2022.","Coker CR","Front Physiol","2022","2022/07/05","PMC9244633","","10.3389/fphys.2022.933706"
